id,qid1,qid2,question1,question2,labels
1190,2372,2373,To Rent or To Lease a car?. Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,Absolutely cheapest car rental company?. I'm sorry; I know this has been asked before a thousand times. The problem is most of the threads are 4 years old. What is the absolutely cheapest car available for rent through a reputable company? (I'm not interested in renting from anyone's friend; thanks!),1
1191,2374,2375,To Rent or To Lease a car?. Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,Does anyone knows how the TRUTH RENT A CAR AND REAL ESTATE treat their clients/ customer. We used to rent at this company and it seems they dont want to return our deposit; they keep on making excuses everytime we call or visit their office. Any suggestions?,0
1192,2376,2377,To Rent or To Lease a car?. Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,Recommendations for car hire in Doha. Soon to move to Doha and will need transport when I get there. Do any of you have reliable recommendations for vehicle hire companies? I shall be looking for a reasonable size vehicle; SUV / MPV. Regards Al,0
1193,2378,2379,To Rent or To Lease a car?. Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,QR1;500/month Car Rental???. G'day all; A mate of mine was renting a car for QR1;500/month !!!; just wondering if any one knows or has a contact for such? Unfortunately my mate left last month and I lost his email address in between; hence I am unable to ask him direct. Cheers; Don,1
1194,2380,2381,To Rent or To Lease a car?. Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,Looking for rent a car without passport and credit card?. Hi everybody; Could you advice me where can i rent car without giving my passport(coz i travel alot);and i dont ve credit card either. I want 2 rent a car automatic and full insurance.im new driver; gonna rent 1 st time.I dont know how can i choose. Thanks in advance,1
1195,2382,2383,To Rent or To Lease a car?. Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,DOHA CARS. Hi all; here to discuss the cars prices in Qatar and the best auto deal. What is the best car to drive in Doha? Monthly payment? Leasing?... All advices for cars in DOHA! Post some websites for Used Cars and brand new cars? What is the most reliable agent in Doha? Simply WHAT CAR TO BUY ?,1
1196,2384,2385,To Rent or To Lease a car?. Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,Car Leasing. Morning All; Moving to Doha this month (May) and am looking to find a reliable care leasing company. Any recommendations? thanks,1
1197,2386,2387,To Rent or To Lease a car?. Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,Is there a place to rent a motorcycle. I'll only be in Doha for 3 months and would rather rent a Motorcycle then rent a car; now that the weather is cooling off. I haven't been into the one dealership I saw because I think they're only selling new bikes right? Its difficult for me to find phone numbers for these places so if anyone had some input on the best way to start riding here I would be most grateful.,0
1198,2388,2389,To Rent or To Lease a car?. Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,What happens if I break my lease in Doha?. My lease in my current place ends in December; but frankly I'm sick of paying for my overpriced rent while all around me prices are dropping. I wonder if everyone knows what the legal repercutions are of skipping out on my lease?,0
1199,2390,2391,To Rent or To Lease a car?. Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,Renting a bus for sight-seeing. I'm organizing a one day trip in Qatar for friends.  I need a bus to travel with them.  Toyota Coaster is a nice-sized bus.  Where can I rent a bus? ,0
1200,2392,2393,Any Idea ? Any Guess?. Any Idea? Any Guess? 1. I wonder if MODs (ok; site admn) will change name of this site to IL (Indian Living) from QL ?; any guess? 2. Why Indians cant discuss their homely issues in their dedicated forums (QLIG)? Any guess? PS : its posted in funnies .; any guess?? Word of caution : Plz do not make it a bashing thread; but if bash- itching is too persistent;...your wish:),Any Idea ? Any Guess?. Any Idea? Any Guess? 1. I wonder if MODs (ok; site admn) will change name of this site to IL (Indian Living) from QL ?; any guess? 2. Why Indians can’t discuss their homely issues in their dedicated forums (QLIG)? Any guess? PS : it’s posted in funnies ….; any guess?? Word of caution : Plz do not make it a bashing thread; but if bash- itching is too persistent;…..….your wish…:),1
1201,2394,2395,Any Idea ? Any Guess?. Any Idea? Any Guess? 1. I wonder if MODs (ok; site admn) will change name of this site to IL (Indian Living) from QL ?; any guess? 2. Why Indians cant discuss their homely issues in their dedicated forums (QLIG)? Any guess? PS : its posted in funnies .; any guess?? Word of caution : Plz do not make it a bashing thread; but if bash- itching is too persistent;...your wish:),Tears..Any Idea. How to get 1 litre Tears.....???,0
1202,2396,2397,Any Idea ? Any Guess?. Any Idea? Any Guess? 1. I wonder if MODs (ok; site admn) will change name of this site to IL (Indian Living) from QL ?; any guess? 2. Why Indians cant discuss their homely issues in their dedicated forums (QLIG)? Any guess? PS : its posted in funnies .; any guess?? Word of caution : Plz do not make it a bashing thread; but if bash- itching is too persistent;...your wish:),how much donation for engineering?. Hi; Sir I'm going for Engeering. To India So I actually wanted to noe how much does the collage people take for the seat...I mean donation money. ..in other language rishwat? How much they take for engeering admissions Any guess plzzz its reaally urgent for me to noe this!!!! I want to arrange some money fot it b4 o go plzz,0
1203,2398,2399,Any Idea ? Any Guess?. Any Idea? Any Guess? 1. I wonder if MODs (ok; site admn) will change name of this site to IL (Indian Living) from QL ?; any guess? 2. Why Indians cant discuss their homely issues in their dedicated forums (QLIG)? Any guess? PS : its posted in funnies .; any guess?? Word of caution : Plz do not make it a bashing thread; but if bash- itching is too persistent;...your wish:),Any one has bought/ booked property in Pearl Qatar?. I have read several newspaper reports about peral qatar and how its thrown open for expats to invest in this project. With land prices and rentals shooting up in Doha; I felt it would be better to invest in Pearl Qatar and this would only be an appreciating asset... I would appreciate feedback from anyone who has actually invested / or planning to invest in this project... Whats the flip side/ disadvantages of investing in Pearl Qatar.....,0
1204,2400,2401,Any Idea ? Any Guess?. Any Idea? Any Guess? 1. I wonder if MODs (ok; site admn) will change name of this site to IL (Indian Living) from QL ?; any guess? 2. Why Indians cant discuss their homely issues in their dedicated forums (QLIG)? Any guess? PS : its posted in funnies .; any guess?? Word of caution : Plz do not make it a bashing thread; but if bash- itching is too persistent;...your wish:),Freighting stuff from UK to Dukhan. Hello everybody; We are wondering if any one has recently freighted stuff from UK to Dukhan. So far; I have found a number of Removal/Freighting Companies who only deliver to Doha. I guess we have to arrange to get stuff from Doha to Dukhan?  If so does anyone know of companies to refer?  Any idea of cost etc etc Your help much appreciated.,0
1205,2402,2403,Any Idea ? Any Guess?. Any Idea? Any Guess? 1. I wonder if MODs (ok; site admn) will change name of this site to IL (Indian Living) from QL ?; any guess? 2. Why Indians cant discuss their homely issues in their dedicated forums (QLIG)? Any guess? PS : its posted in funnies .; any guess?? Word of caution : Plz do not make it a bashing thread; but if bash- itching is too persistent;...your wish:),Flying dog to Canada??. Does anybody have any idea&#39;s on the cost of flying a dog back to Canada??Just a round about figure.I have a black Lab i want to take to Canada with me instaed of leaving in a kennel for three months.. What airlines and how i go about it???,0
1206,2404,2405,Any Idea ? Any Guess?. Any Idea? Any Guess? 1. I wonder if MODs (ok; site admn) will change name of this site to IL (Indian Living) from QL ?; any guess? 2. Why Indians cant discuss their homely issues in their dedicated forums (QLIG)? Any guess? PS : its posted in funnies .; any guess?? Word of caution : Plz do not make it a bashing thread; but if bash- itching is too persistent;...your wish:),Any idea to get a US visit visa?. hi everyone!  I work here in doha under a gov't sponsorship...i heard that aquiring a US visit visa with this sponsorship will make it all easy. Any truth about this? Thanks ;;;,0
1207,2406,2407,Any Idea ? Any Guess?. Any Idea? Any Guess? 1. I wonder if MODs (ok; site admn) will change name of this site to IL (Indian Living) from QL ?; any guess? 2. Why Indians cant discuss their homely issues in their dedicated forums (QLIG)? Any guess? PS : its posted in funnies .; any guess?? Word of caution : Plz do not make it a bashing thread; but if bash- itching is too persistent;...your wish:),Event Coordinator / Manager Salary ?. Hi!! What is the average salary range for Event Coordinator or Event Manager? Generally which one is higher designation in Qatar. Thanks in advance :),0
1208,2408,2409,Any Idea ? Any Guess?. Any Idea? Any Guess? 1. I wonder if MODs (ok; site admn) will change name of this site to IL (Indian Living) from QL ?; any guess? 2. Why Indians cant discuss their homely issues in their dedicated forums (QLIG)? Any guess? PS : its posted in funnies .; any guess?? Word of caution : Plz do not make it a bashing thread; but if bash- itching is too persistent;...your wish:),ANNIVERSARY GIFT: any idea?. I know; I know... There are maybe tens topics with the same subject.. but please don’t suggest “to make a search”…new people are coming to QL; with new experience; with fresh ideas… so please again: Any idea about the nice gift for the nice guy for the anniversary?… thanks….,0
1209,2410,2411,Any Idea ? Any Guess?. Any Idea? Any Guess? 1. I wonder if MODs (ok; site admn) will change name of this site to IL (Indian Living) from QL ?; any guess? 2. Why Indians cant discuss their homely issues in their dedicated forums (QLIG)? Any guess? PS : its posted in funnies .; any guess?? Word of caution : Plz do not make it a bashing thread; but if bash- itching is too persistent;...your wish:),NEW IN QATAR. Hello! Just wanted to say HI and MAY I JOIN IN? My husband's leaving for Qatar on the 29th (for the first time) and hopefully; our daughter and I will follow once he's over his probationary period. Do you; guys have any idea how soon can we get our visa? He'll be working with QP; and probationary period is 3 months. Thanks!,0
1210,2412,2413,Travel Insurance. My wife and me are going on a cruise ship fairly shortly for which I need a Schengen visa - thats ok but as part of the application; I need travel insurance - the cruise company cannot help with their standard package as its only available to UK residents. Anybody suggest where I can purchase Travel Insurance either on line or in a shop in Qatar. Thanks,Help needed to apply schengen visa. Hi guys.. Does anyone of you know how to apply a schengen visa particularly french visa? Im planning to travel for vacation but the info i read in google confuses me... It looks complicated to me.,0
1211,2414,2415,Travel Insurance. My wife and me are going on a cruise ship fairly shortly for which I need a Schengen visa - thats ok but as part of the application; I need travel insurance - the cruise company cannot help with their standard package as its only available to UK residents. Anybody suggest where I can purchase Travel Insurance either on line or in a shop in Qatar. Thanks,Best Credit Card in Doha. I would like to apply for a credit card that gives me Points when i spend and not just a simple card that does not get me anything in return for using it... Which card would you recommend gives the most reward for using the card and which card should i stay away from?? (PS I understand that i would either need to shift my salary to the bank or put a deposit of some sort...) thanks!!,0
1212,2416,2417,Travel Insurance. My wife and me are going on a cruise ship fairly shortly for which I need a Schengen visa - thats ok but as part of the application; I need travel insurance - the cruise company cannot help with their standard package as its only available to UK residents. Anybody suggest where I can purchase Travel Insurance either on line or in a shop in Qatar. Thanks,your favorite travel agent?. greetings for an amazing day..... :) could u plz tell me about ur choice of travel agency? and y? heard of alqyed travels?.......plz comment about service and customer satisfaction......heard they are good with their service and have got some well experienced staff. thank u for ur time good day,1
1213,2418,2419,Travel Insurance. My wife and me are going on a cruise ship fairly shortly for which I need a Schengen visa - thats ok but as part of the application; I need travel insurance - the cruise company cannot help with their standard package as its only available to UK residents. Anybody suggest where I can purchase Travel Insurance either on line or in a shop in Qatar. Thanks,Travel packages for Eid Holidays. Which travel agency has good packages for Eid Holidays with low prices? Can anyone recomend me any Travel agency who arranges travel packages? thanks,0
1214,2420,2421,Travel Insurance. My wife and me are going on a cruise ship fairly shortly for which I need a Schengen visa - thats ok but as part of the application; I need travel insurance - the cruise company cannot help with their standard package as its only available to UK residents. Anybody suggest where I can purchase Travel Insurance either on line or in a shop in Qatar. Thanks,Travel agencies. Hi everybody. Do you know any travel agencies in Qatar?,1
1215,2422,2423,Travel Insurance. My wife and me are going on a cruise ship fairly shortly for which I need a Schengen visa - thats ok but as part of the application; I need travel insurance - the cruise company cannot help with their standard package as its only available to UK residents. Anybody suggest where I can purchase Travel Insurance either on line or in a shop in Qatar. Thanks,lost baggage in air arabia. what is the procedure for lost baggage in air arabia; the air arabia representatives (ragency travels) they said there will be a compensation i.e. 20 $ per killo. who knows th etrue situation? as far as I concern our baggage worth more than 200$; and it is very unfare to just pay for the weight of the bag.,0
1216,2424,2425,Travel Insurance. My wife and me are going on a cruise ship fairly shortly for which I need a Schengen visa - thats ok but as part of the application; I need travel insurance - the cruise company cannot help with their standard package as its only available to UK residents. Anybody suggest where I can purchase Travel Insurance either on line or in a shop in Qatar. Thanks,Holidays and vacations from Doha?. Not living in Doha at the moment; but I wondered if travelling on vacation is expensive from Doha and whether holiday packages are common? I had a quick look on the Doha's Regency Travel and Tours website and the choice of packages shown online is extremely limited. Is this representative; or are there lots of travel agents on the high streets that can arrange regular holiday packages at a reasonable price? Many thanks; Sarah,0
1217,2426,2427,Travel Insurance. My wife and me are going on a cruise ship fairly shortly for which I need a Schengen visa - thats ok but as part of the application; I need travel insurance - the cruise company cannot help with their standard package as its only available to UK residents. Anybody suggest where I can purchase Travel Insurance either on line or in a shop in Qatar. Thanks,PERSONAL LOAN AND WORK TERMINATION. I am currently working here in Qatar; our employer informed us that they will transfer to contractor with less salary; but we have option not to accept; but the problem is I have Personal Loan in one of the BAnk here in DOHA; what if I will not accept the offer; what will happen to me ; I mean did the BAnk will force to pay or not?,0
1218,2428,2429,Travel Insurance. My wife and me are going on a cruise ship fairly shortly for which I need a Schengen visa - thats ok but as part of the application; I need travel insurance - the cruise company cannot help with their standard package as its only available to UK residents. Anybody suggest where I can purchase Travel Insurance either on line or in a shop in Qatar. Thanks,personal loan and lost job w/ no relase. i just got my loan 6 months ago and i been terminated by the company.What will be the procedures with the bank regarding my loan?my company is not giving release?is there any chance that my company will release me to continue paying my loan?Is there an insurance for all personal loans?if there is how long it will take to get the clearance from the bank?please advised.,0
1219,2430,2431,Travel Insurance. My wife and me are going on a cruise ship fairly shortly for which I need a Schengen visa - thats ok but as part of the application; I need travel insurance - the cruise company cannot help with their standard package as its only available to UK residents. Anybody suggest where I can purchase Travel Insurance either on line or in a shop in Qatar. Thanks,Need to get our dog to Doha!!. Can anyone advise on what the procedure is for us here in Doha to get our dog here from SA. How do I apply for the permit? Help please..,0
1220,2432,2433,Water Theme Park. Is Aqua Park now open to visit ???,any water theme park in qatar?. Do you know about any water theme park in qatar?,1
1221,2434,2435,Water Theme Park. Is Aqua Park now open to visit ???,Qatar should have Amusement Parks and Water Theme Parks?? Whts your say???. Qatar should think of making Amusement parks and Water theme Parks other than making Buildings and villa with no one to stay in??? Whts your Say on this???,0
1222,2436,2437,Water Theme Park. Is Aqua Park now open to visit ???,Aqua Park - Qatar (check video). I havent been there; still.. but found this video and I like it. Did anyone visit it? http://www.youtube.com/watch?v=giZqRSTg49o,0
1223,2438,2439,Water Theme Park. Is Aqua Park now open to visit ???,The best place can be visited in qatar ?. hi all ;; what is the The best place can be visited in qatar To enjoy with ur friends ? ur family ? with any one ?,0
1224,2440,2441,Water Theme Park. Is Aqua Park now open to visit ???,Out and about with a one and a half year old!. Hey all; Just got to Doha from the UK under 2 weeks ago (hubby got a job here); which leaves me at home with my little girl. Can anyone recommend places to go; which are kiddy friendly; and where my husband and I can chill out too? We have been to the Villagio; Hyatt Plaza and Souq Waqif. Thanks! Shaz,0
1225,2442,2443,Water Theme Park. Is Aqua Park now open to visit ???,What would be a great attraction for Doha. Instead of another cloned mall in Doha; What would you like to see built instead? My top 2 would be: A Theme Park A Water Park Any other suggestions?,1
1226,2444,2445,Water Theme Park. Is Aqua Park now open to visit ???,Been to Singapore;anyone?. We are planning to visit Singapore during Christmas season; next month; Godwilling.Any suggestions or tips are most welcome.We have to start from scratch(Scratching the head only has begun...) Since we will not be making another trip to that part of the earth in a long time; a trip which touches Thailand; Malaysia;etc would be great.But we really dont have an idea and are running out of time... Type in your tips; buddies....!!,0
1227,2446,2447,Water Theme Park. Is Aqua Park now open to visit ???,Disney World. Dears; I'm planning to take kids to the Disney World this summer. They are at the ages I feel most appropriate to enjoy the place. If anyone had been there; please help. Which hotel to choose ( suitable for an infant); what kind of tickets to buy? What are the best attractions? I'm lost. Thanks in advance,0
1228,2448,2449,Water Theme Park. Is Aqua Park now open to visit ???,wall/rock climbing. hello guys! anybody here interested in wall/rock climbing? i am a mountaineering enthusiast from phils. since no mountains here i was thinking wall/rock climbing is a better subtitute and at the same time preparation for my upcoming climbs on my vacation. i found 1 wall climbing in city center but it's too expensive.  ,0
1229,2450,2451,Water Theme Park. Is Aqua Park now open to visit ???,Top 5 Movies of all times - My list. 1) The Godfather 2) Forrest Gump 3) Gladiator 4) Titanic 5) Land Before Time - Yup Yup Yup lol What's yours?,0
1230,2452,2453,Best QL Profile Pics ( Avatars ). Which ones are the best looking ones? Care to explain your QL avatar?,How's my new avatar?. Designed it myself.....comments are welcome :-D he he! Going to church no more makes you a Christian than standing in a garage makes you a car. ~ Garrison Keillor,1
1231,2454,2455,Best QL Profile Pics ( Avatars ). Which ones are the best looking ones? Care to explain your QL avatar?,Why many Qlers using fake AVTAR. Why many Qlers using fake AVTAR and very rare users using some short of clear picture. Even senior Qlers also not encouraging these trends; so how come we expect with the new commerce?,0
1232,2456,2457,Best QL Profile Pics ( Avatars ). Which ones are the best looking ones? Care to explain your QL avatar?,who are the trolls in QATAR LIVING?. i am newbie here so i dont have any idea who are those stupid ID'S.....,0
1233,2458,2459,Best QL Profile Pics ( Avatars ). Which ones are the best looking ones? Care to explain your QL avatar?,Do I know you?. Why do some people sent friend request to people whom they have not interacted in any thread? I don’t accept buddy request unless I notice their comments here. And some male ids got only female friends…and some female ids got only male friends....why so? Can someone give a logical answer to this? Illogical answers are not accepted..lol,0
1234,2460,2461,Best QL Profile Pics ( Avatars ). Which ones are the best looking ones? Care to explain your QL avatar?,"""Join QL on Facebook. Click here or copy paste this link in your browser: http://www.facebook.com/group.php?v=app_2344061033&ref=search&gid=101778858409#!/group.php?gid=101778858409 If you are on FB. You will not miss any of QL Hot Topics ("""";)""",1
1235,2462,2463,Best QL Profile Pics ( Avatars ). Which ones are the best looking ones? Care to explain your QL avatar?,Why did you choose your profile picture?. It just come to my mind to ask this Q. why did you choose this profile picture to present you? I profile picture is my niece because I bleive that she is my soulmate. :) thanks for everybody,1
1236,2464,2465,Best QL Profile Pics ( Avatars ). Which ones are the best looking ones? Care to explain your QL avatar?,You tube. Hi everyone! I try to sign up in You tube. Then after I click the create my account; this message shows: Sorry. Based on the information you have submitted to us; you are ineligible to register for YouTube.com. But why?! I really have no idea in this one. Any suggestions? Thanks in advance!,0
1237,2466,2467,Best QL Profile Pics ( Avatars ). Which ones are the best looking ones? Care to explain your QL avatar?,What do u love abotu Qatar?. I love the beaches; I love dune buggies on the sand dunes; I love the souqs; I love the villagio; lol; and I love in general love the weather (yes; I know that is crazy) lol,0
1238,2468,2469,Best QL Profile Pics ( Avatars ). Which ones are the best looking ones? Care to explain your QL avatar?,Welcome back Guys :). Where is my Qlers ?:P,0
1239,2470,2471,Best QL Profile Pics ( Avatars ). Which ones are the best looking ones? Care to explain your QL avatar?,cheaters;romantic;pretenders;liers... man or woman??? in time of relationships between man and woman we expirience the cheats;lies;romance and pretending of each other..who is the most doing of this..man or woman??,0
1240,2472,2473,Abaya shops in Doha. I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,where to buy good abhaya in doha. hi could any one suggest me the nest place to get abhaya?,1
1241,2474,2475,Abaya shops in Doha. I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,does any one knows?. does anyone knows shop for abayas with good price; auz the shop i saw the price is expensive,1
1242,2476,2477,Abaya shops in Doha. I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,Ladies Tailor?. Does anyone know of a good ladies tailor in Doha? I&#39;m not too interested in ones who can only sew the standard black abaya/cloaks. I&#39;m looking for a tailor who can sew something more casual.... Thanks!,0
1243,2478,2479,Abaya shops in Doha. I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,"""What can women wear???. My wife and I are moving to Qatar in October from The USA (Texas) SHe is a bit concerned on what is proper dress for women. We have been told that anything is fine as long as her sholders are covered and her knees....She is very upset about having to """"cover up"""" when its 115' degrees outside. What is acceptable?""",1
1244,2480,2481,Abaya shops in Doha. I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,Maternity clothes. Any advice on where to buy maternity clothes? So far; the few malls I've looked has either a terrible selection (i.e. a selection of 3 different items) or the prices are out of control. I'm to the point of buying online and paying to ship. Any ideas? (Please; serious comments only; I'm in no mood for sarcastic;silly; male humor this morning...),1
1245,2482,2483,Abaya shops in Doha. I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,This Topic is About Shopping in Doha. Well as you all know there are many shopping malls over here in Qatar..such as City Centre; The Mall ;lulu ; Villagio etc...so you all tell that from where you guyz like to do shopping? :),1
1246,2484,2485,Abaya shops in Doha. I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,Abayas are so pretty. When I was shopping at Royal Plaza I saw some traditional clothing that I fell in love with. What do all the other expats think about Qatars traditional clothing? www.noblesseoblige.us,1
1247,2486,2487,Abaya shops in Doha. I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,Is it in appropriate for western men to wear a thoub and shumagg?. Is it in appropriate for western men to wear a thoub and shumagg? They look very comfortable especially during the summer. I wanted to get one but I don’t want to offend anyone or do anything inappropriate.  ,0
1248,2488,2489,Abaya shops in Doha. I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,HIJAB - A burden to Muslim womens ?. Why only a few muslim womens wear hijab ? Why not others ? Is hijab making a women outdated !! plz share your comments..,0
1249,2490,2491,Abaya shops in Doha. I want to purchase a Abaya. I checked many shops but it is very costly. Around 1000/- to 1500/-. But i dont want to spend that much. Please suggest any shops there i can buy cheap Abaya. Please post the details and cost of Abaya. Thanks,What types of shoes for women to wear?. Do women wear open toe or closed toe shoes in Qatar? What is an acceptable height of heel? What women's shoes are accepted in Qatari culture? Are expat women held to the same standard (regarding shoes) as qatari women? Thanks in advance.,0
1250,2492,2493,Suggest a place for a family get together... Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,qatar;raslaffan. Hi all; I am indian living in india.My husband is working in gama qatar.the company is not providing family visa.I want to know y the company is not providing family visa? I want to live with my husband.Pls tell me some ways to live in qatar with him.,0
1251,2494,2495,Suggest a place for a family get together... Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,how to find a job?. hi i am new at this forum; so sorry if u were already speaking about this topic. i am planning to move to doha on the end of this year; together with husband. he is chef in the restaurant and we are wondering how to find jobs for both of us . I am speaking english ; arabic; greek and serbian; so maybe if it is possible something in the tourism. which web sites i should visit? thanx,0
1252,2496,2497,Suggest a place for a family get together... Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Cornich. hi every body eid mubarak !!!!!!!!!!!!! do some one no whey they r stopping ppl on foort to go to cornich i must have a car to go in ?????????????? happy eid !!!!!!!!!!!!!,0
1253,2498,2499,Suggest a place for a family get together... Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Park House School. Does anyone out there have a child in this school? We are moving out next month and have a place at Park House for our 7yrs son. What is it like. Feedback please!!!!,0
1254,2500,2501,Suggest a place for a family get together... Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Is this the new RP requirement for family??. I went to immigration this morning for babys RP; I want to be her sponsor; she is in doha on visit visa but I and wife have residence with different companies; I have all the documents. But they said there is a new rule that the wife has to be the sponsor even if her salary is low. Any one been through this can confirm?,0
1255,2502,2503,Suggest a place for a family get together... Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Expat wives in Qatar. Hi everyone; Very nice to meet you all. :) My wife and I are moving to Doha in about 3 weeks. As I'm going to be working most days; my wife and I are a little concerned about what she'll be able to do to keep her occupied during the day. We were thinking of getting her enrolled at an ESL school (she doesn't speak much English). Besides take courses; what do other non-expat spouses do to keep busy? Thanks everyone. Hope to meet some of you after we arrive!,0
1256,2504,2505,Suggest a place for a family get together... Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Cycling in Doha. Is cycling in Doha with the family viable or does the heat and road conditions make it unwise? Any parks work going round? Trying to figure out if its worth bringing our bikes across.,0
1257,2506,2507,Suggest a place for a family get together... Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Any volleyball in Doha?. Hi Just in to Doha Does anyone out there play; or know of any volleyball happening in Doha; either competitive or social? If not; is anyone interested in starting something up? I'm happy to try to arrange things; but it will take me a little time to find my way around venues etc.,0
1258,2508,2509,Suggest a place for a family get together... Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Carseat laws for children?. Is there a carseat law in Qatar. Is there a selection of carseats to buy in Doha?,0
1259,2510,2511,Suggest a place for a family get together... Hello; Please suggest few places where I can conduct a family get together for approx. 30 people. Thanks--,Triathlon. Anybody out here doing Triathlon? Can you suggest the best pool around Doha to do Lap swimming? Safest route for biking and running? I just want to get back in shape.,0
1260,2512,2513,Bussiness VIsa need exit permit?. Hi everyone i just want to know if you're in business visa you want to go home. we need exit permit? Please give some information thanks.,Exit Permits. Hello everyone; i am coming to Doha soon from South Africa and i beleive that once i am there i need an exit permit to leave; does anyone know what this means. Can i visit Dubai without an exit permit;Â  i know i cant come to South Africa with out a permit????,1
1261,2514,2515,Bussiness VIsa need exit permit?. Hi everyone i just want to know if you're in business visa you want to go home. we need exit permit? Please give some information thanks.,Does husband under wifes sponsorship need an exit permit ?. My husband is under my sponsorship and we are going away for a long weekend together . Will I need to get him and exit permit and if so; how do I go about it ?,1
1262,2516,2517,Bussiness VIsa need exit permit?. Hi everyone i just want to know if you're in business visa you want to go home. we need exit permit? Please give some information thanks.,Exit Permit while Sponsor outside Qatar?. Dear Friends; My son; who is working here on my sponsorship; will be in Doha while I would be outside Qatar on my leave. My question is: Can I get my son’s Exit Permit NOW having advance dates and proceed to my vacations? I am confused that while mine being outside Qatar; my son may have problem getting outside Qatar; during my leave time?,1
1263,2518,2519,Bussiness VIsa need exit permit?. Hi everyone i just want to know if you're in business visa you want to go home. we need exit permit? Please give some information thanks.,How to go home without exit permit. My sponsor is not willing to give me exit permit in the fear of my not return. I am about 3 years at Qatar; and I want to go home on a vacation before Eid. Is there any way to go home without the exit permit from sponsor? I want to go home before Eid; no matter what does it cost; even cancellation of my visa. Thank you for your advice.,1
